1,37
2,8
3,41
4,11
5,6
6,10
7,10
8,18
9,11
10,50
11,43
12,33
13,17
14,44
15,45
16,43
17,22
18,47
19,23
20,3
21,26
22,41
23,2
24,4
25,18
26,35
27,34
28,4
29,8
30,14
31,38
32,1
33,48
34,42
35,42
36,26
37,4
38,14
39,46
40,12
41,11
42,6
43,22
44,29
45,36
46,15
47,24
48,16
49,21
50,37
51,34
52,46
53,7
54,10
55,18
56,25
57,4
58,42
59,42
60,41
61,10
62,13
63,34
64,31
65,33
66,23
67,41
68,11
69,38
70,2
71,24
72,37
73,2
74,43
75,21
76,50
77,7
78,25
79,43
80,25
81,24
82,8
83,8
84,45
85,29
86,0
87,0
88,5
89,16
90,14
91,26
92,43
93,38
94,5
95,49
96,28
97,7
98,32
99,0
100,19
101,5
102,25
103,28
104,9
105,46
106,18
107,41
108,30
109,31
110,50
111,46
112,48
113,16
114,4
115,4
116,10
117,6
118,10
119,12
120,36
121,31
122,13
123,20
124,32
125,45
126,12
127,43
128,14
129,30
130,48
131,17
132,30
133,0
134,25
135,3
136,9
137,48
138,9
139,5
140,23
141,47
142,14
143,12
144,26
145,12
146,16
147,24
148,16
149,25
150,32
151,9
152,42
153,8
154,40
155,10
156,4
157,17
158,19
159,21
160,11
161,7
162,1
163,2
164,15
165,36
166,27
167,49
168,35
169,33
170,10
171,16
172,8
173,23
174,47
175,39
176,3
177,22
178,8
179,17
180,6
181,45
182,12
183,27
184,2
185,45
186,45
187,34
188,5
189,7
190,32
191,2
192,13
193,19
194,31
195,20
196,13
197,18
198,22
199,17
200,35
201,10
202,29
203,14
204,35
205,33
206,9
207,26
208,45
209,16
210,28
211,25
212,30
213,48
214,29
215,36
216,14
217,32
218,48
219,4
220,47
221,6
222,19
223,8
224,42
225,31
226,39
227,10
228,22
229,34
230,27
231,27
232,41
233,6
234,11
235,35
236,7
237,7
238,33
239,27
240,43
241,11
242,42
243,14
244,33
245,42
246,21
247,28
248,28
249,27
250,14
251,5
252,3
253,31
254,0
255,25
256,28
257,10
258,39
259,48
260,9
261,1
262,21
263,20
264,18
265,11
266,1
267,12
268,2
269,19
270,3
271,48
272,17
273,22
274,49
275,24
276,27
277,28
278,8
279,44
280,37
281,28
282,44
283,41
284,12
285,32
286,40
287,35
288,15
289,37
290,9
291,34
292,7
293,10
294,36
295,40
296,25
297,15
298,44
299,26
300,24
301,42
302,17
303,0
304,28
305,12
306,40
307,48
308,38
309,15
310,23
311,9
312,16
313,11
314,13
315,27
316,15
317,39
318,29
319,38
320,43
321,47
322,0
323,22
324,19
325,48
326,45
327,43
328,47
329,2
330,21
331,35
332,13
333,28
334,45
335,39
336,33
337,26
338,20
339,49
340,2
341,46
342,8
343,20
344,29
345,18
346,35
347,14
348,8
349,14
350,11
351,41
352,1
353,8
354,33
355,20
356,2
357,44
358,34
359,30
360,21
361,33
362,48
363,15
364,45
365,13
366,15
367,37
368,34
369,28
370,44
371,9
372,6
373,12
374,19
375,38
376,37
377,46
378,13
379,29
380,36
381,24
382,14
383,10
384,23
385,25
386,0
387,19
388,17
389,1
390,17
391,43
392,0
393,5
394,19
395,31
396,3
397,6
398,11
399,24
400,34
401,14
402,16
403,46
404,32
405,22
406,6
407,50
408,28
409,38
410,41
411,50
412,41
413,13
414,18
415,30
416,46
417,13
418,19
419,15
420,40
421,18
422,48
423,26
424,47
425,0
426,28
427,17
428,15
429,12
430,2
431,24
432,28
433,41
434,18
435,5
436,47
437,42
438,11
439,16
440,39
441,30
442,24
443,22
444,25
445,35
446,34
447,35
448,13
449,41
450,43
451,40
452,16
453,50
454,25
455,11
456,7
457,30
458,34
459,4
460,1
461,16
462,4
463,1
464,32
465,38
466,16
467,14
468,35
469,11
470,43
471,37
472,21
473,21
474,27
475,39
476,9
477,25
478,3
479,44
480,7
481,36
482,3
483,42
484,46
485,0
486,23
487,17
488,15
489,46
490,7
491,10
492,17
493,13
494,25
495,27
496,1
497,17
498,8
499,21
500,28
501,11
502,39
503,18
504,0
505,0
506,16
507,14
508,24
509,0
510,22
511,40
512,42
513,6
514,33
