1,50
2,34
3,31
4,11
5,1
6,10
7,10
8,18
9,11
10,50
11,11
12,43
13,17
14,32
15,47
16,10
17,20
18,47
19,23
20,5
21,38
22,4
23,44
24,4
25,18
26,35
27,29
28,25
29,4
30,14
31,0
32,40
33,48
34,42
35,42
36,26
37,50
38,14
39,0
40,0
41,11
42,18
43,44
44,20
45,27
46,15
47,24
48,44
49,46
50,37
51,34
52,35
53,33
54,10
55,18
56,15
57,4
58,42
59,17
60,31
61,10
62,0
63,37
64,36
65,27
66,48
67,17
68,20
69,13
70,43
71,24
72,42
73,28
74,18
75,13
76,29
77,33
78,6
79,43
80,6
81,24
82,24
83,19
84,35
85,48
86,0
87,0
88,5
89,14
90,14
91,26
92,43
93,38
94,43
95,23
96,44
97,33
98,32
99,0
100,19
101,5
102,50
103,4
104,30
105,46
106,31
107,41
108,46
109,31
110,50
111,33
112,48
113,26
114,50
115,41
116,43
117,24
118,7
119,12
120,21
121,0
122,25
123,20
124,32
125,45
126,43
127,43
128,6
129,30
130,48
131,50
132,2
133,36
134,6
135,50
136,4
137,24
138,42
139,20
140,23
141,10
142,1
143,12
144,48
145,13
146,6
147,24
148,14
149,25
150,32
151,20
152,42
153,8
154,14
155,49
156,50
157,1
158,37
159,20
160,11
161,33
162,3
163,43
164,14
165,5
166,27
167,24
168,35
169,35
170,46
171,17
172,19
173,23
174,44
175,7
176,9
177,30
178,8
179,31
180,14
181,7
182,38
183,33
184,2
185,45
186,45
187,34
188,5
189,47
190,2
191,2
192,13
193,19
194,36
195,20
196,7
197,18
198,22
199,3
200,34
201,10
202,29
203,14
204,20
205,7
206,9
207,48
208,20
209,50
210,2
211,25
212,30
213,36
214,35
215,0
216,14
217,32
218,23
219,35
220,20
221,28
222,47
223,8
224,12
225,17
226,40
227,10
228,22
229,34
230,7
231,44
232,41
233,26
234,22
235,35
236,38
237,7
238,7
239,50
240,21
241,43
242,32
243,2
244,33
245,30
246,10
247,28
248,6
249,36
250,17
251,5
252,26
253,31
254,0
255,40
256,2
257,20
258,15
259,13
260,15
261,17
262,48
263,20
264,50
265,43
266,41
267,26
268,2
269,50
270,13
271,15
272,15
273,46
274,23
275,21
276,33
277,18
278,8
279,44
280,37
281,2
282,32
283,15
284,38
285,35
286,13
287,35
288,15
289,0
290,19
291,34
292,7
293,10
294,36
295,26
296,14
297,15
298,44
299,26
300,49
301,42
302,17
303,0
304,6
305,2
306,1
307,29
308,0
309,15
310,23
311,16
312,25
313,35
314,43
315,50
316,41
317,36
318,50
319,13
320,43
321,47
322,0
323,22
324,5
325,49
326,45
327,50
328,47
329,17
330,21
331,34
332,13
333,28
334,21
335,39
336,33
337,17
338,45
339,49
340,28
341,46
342,16
343,46
344,11
345,15
346,49
347,40
348,2
349,40
350,11
351,1
352,17
353,0
354,36
355,45
356,4
357,18
358,37
359,24
360,43
361,15
362,7
363,15
364,45
365,13
366,5
367,37
368,34
369,38
370,31
371,9
372,6
373,42
374,9
375,40
376,8
377,30
378,13
379,29
380,0
381,24
382,14
383,33
384,23
385,25
386,7
387,19
388,17
389,30
390,16
391,20
392,18
393,5
394,25
395,41
396,17
397,6
398,11
399,23
400,34
401,35
402,17
403,47
404,18
405,12
406,16
407,10
408,2
409,44
410,30
411,12
412,41
413,13
414,18
415,32
416,46
417,13
418,19
419,8
420,37
421,44
422,29
423,2
424,20
425,0
426,39
427,17
428,15
429,12
430,2
431,49
432,32
433,39
434,2
435,5
436,47
437,5
438,11
439,14
440,48
441,15
442,24
443,2
444,6
445,34
446,34
447,20
448,31
449,17
450,2
451,14
452,9
453,1
454,9
455,11
456,36
457,30
458,34
459,50
460,3
461,28
462,31
463,16
464,30
465,43
466,2
467,6
468,0
469,11
470,21
471,37
472,43
473,13
474,27
475,14
476,41
477,25
478,1
479,1
480,7
481,36
482,50
483,42
484,21
485,15
486,48
487,36
488,31
489,21
490,33
491,50
492,44
493,29
494,0
495,10
496,1
497,1
498,8
499,21
500,28
501,20
502,12
503,5
504,31
505,12
506,14
507,42
508,48
509,31
510,30
511,40
512,32
513,35
514,36
